cluster	x	y	z	intensity	temperature	label
Orion	-40.6897	16.7643	12.5885	48.3056	370.0411	Orion-03172
Lyra	7.6836	-45.6811	40.0853	69.0352	408.1661	Lyra-03173
Cygnus	61.2419	16.5975	-29.4727	76.355	414.1302	Cygnus-03174
Hydra	-20.1068	-38.56	-23.2629	57.4904	389.3425	Hydra-03175
Orion	-55.2052	25.1271	26.5214	69.5166	400.7282	Orion-03176
Lyra	30.8225	-37.2516	56.6376	80.5619	427.5842	Lyra-03177
Cygnus	61.198	28.9192	-29.0595	75.876	418.2495	Cygnus-03178
Hydra	-22.4791	-45.5375	-30.7315	63.2659	389.9774	Hydra-03179
Orion	-31.6964	24.8681	13.9684	47.268	354.4409	Orion-03180
Lyra	23.6075	-30.4821	59.1581	75.5973	410.4563	Lyra-03181
Cygnus	63.2465	34.9853	-24.5987	77.806	417.4545	Cygnus-03182
Hydra	-34.9633	-47.393	-55.5372	86.9818	435.4073	Hydra-03183
Orion	-49.8367	20.135	31.9316	71.2878	410.1399	Orion-03184
Lyra	18.3139	-38.2774	44.7321	65.7331	399.9842	Lyra-03185
Cygnus	53.2329	37.4774	-24.5595	70.0108	408.4441	Cygnus-03186
Hydra	-11.1596	-51.8107	-41.231	69.8503	404.8072	Hydra-03187
Orion	-39.7404	12.5563	11.3582	48.2831	365.6207	Orion-03188
Lyra	27.4453	-19.7267	33.8973	51.7019	372.0752	Lyra-03189
Cygnus	43.599	32.5688	-19.1041	57.7256	384.4699	Cygnus-03190
Hydra	-11.1283	-29.4479	-28.0894	45.8136	359.5773	Hydra-03191
Orion	-33.5974	4.2972	6.737	38.4719	350.9552	Orion-03192
Lyra	7.0913	-22.2139	53.6696	63.2379	397.6158	Lyra-03193
Cygnus	60.9359	17.5699	-27.3146	77.8689	420.4037	Cygnus-03194
Hydra	-27.98	-40.425	-37.3493	67.0455	405.6701	Hydra-03195
Orion	-41.2829	0.0893	25.8644	54.7149	380.9852	Orion-03196
Lyra	28.3647	-25.1581	61.1445	77.2154	420.0658	Lyra-03197
Cygnus	19.4822	21.4143	-6.6454	36.519	349.67	Cygnus-03198
Hydra	-10.47	-53.4786	-34.0706	66.5117	400.1847	Hydra-03199
Orion	-38.4886	17.9556	12.5234	49.7738	367.87	Orion-03200
Lyra	1.858	-31.1767	38.9062	57.2866	393.9114	Lyra-03201
Cygnus	63.4632	25.0135	-48.9248	89.6957	430.2282	Cygnus-03202
Hydra	-23.0049	-51.3696	-48.0407	81.3227	421.4779	Hydra-03203
Orion	-54.8074	27.3559	8.7774	65.3189	403.5265	Orion-03204
Lyra	29.2735	-26.218	43.078	62.6288	394.5856	Lyra-03205
Cygnus	52.3714	33.931	-22.0071	67.8166	406.7736	Cygnus-03206
Hydra	-20.0342	-65.8299	-39.3857	84.5312	425.0923	Hydra-03207
Orion	-12.4115	3.3858	10.5126	23.0174	321.774	Orion-03208
Lyra	26.8892	-33.9456	16.8424	52.408	381.8557	Lyra-03209
Cygnus	66.9257	30.8584	-45.1791	91.3082	443.2697	Cygnus-03210
Hydra	-15.2203	-41.8613	-27.4574	58.3135	386.1562	Hydra-03211
Orion	-16.0273	21.6169	8.0476	36.4659	343.7093	Orion-03212
Lyra	39.7896	-37.3358	45.6483	77.2994	414.9531	Lyra-03213
Cygnus	53.0721	19.0841	-39.2265	75.7195	409.2509	Cygnus-03214
Hydra	-23.6279	-44.4926	-14.8865	61.1934	400.7487	Hydra-03215
Orion	-43.7136	6.5974	-6.2828	53.0031	364.3733	Orion-03216
Lyra	-2.0912	-31.9546	61.2956	77.5092	406.7134	Lyra-03217
Cygnus	62.1134	23.2831	-12.1207	71.4938	416.4029	Cygnus-03218
Hydra	-7.9904	-53.503	-63.0292	88.2006	437.6282	Hydra-03219
Orion	-51.4055	20.9598	10.9582	58.1387	384.9986	Orion-03220
Lyra	23.797	-36.4631	52.9952	72.8477	413.0989	Lyra-03221
Cygnus	69.8561	38.0038	-20.09	82.7892	424.1073	Cygnus-03222
Hydra	-22.1765	-48.2916	-36.5222	65.901	396.6073	Hydra-03223
Orion	-27.406	8.4631	-4.3454	34.4094	336.2201	Orion-03224
Lyra	-5.0934	-20.1105	55.1593	62.4605	400.2575	Lyra-03225
Cygnus	73.4095	22.9204	-14.1405	78.6439	414.3171	Cygnus-03226
Hydra	-10.3353	-44.2962	-35.3056	64.6943	391.93	Hydra-03227
Orion	-39.508	10.2589	10.4806	50.2385	371.8546	Orion-03228
Lyra	16.8807	-35.1043	39.8665	61.9553	403.9342	Lyra-03229
Cygnus	43.2785	26.0228	-28.4361	66.3345	401.3901	Cygnus-03230
Hydra	-39.742	-55.7099	-42.5155	82.1997	420.7462	Hydra-03231
Orion	-60.0216	0.5728	28.4799	68.9855	399.9996	Orion-03232
Lyra	9.9059	-38.3258	44.0844	64.7551	401.2655	Lyra-03233
Cygnus	62.217	30.1974	-26.0346	74.0007	415.2302	Cygnus-03234
Hydra	-22.1018	-47.3191	-19.37	58.9028	399.2177	Hydra-03235
Orion	-40.7572	2.2749	2.4418	42.0191	359.7889	Orion-03236
Lyra	5.9028	-31.1922	45.7449	60.4928	384.7649	Lyra-03237
Cygnus	38.4619	26.5759	-42.0143	64.0925	387.2441	Cygnus-03238
Hydra	-18.8328	-33.5841	-14.237	45.0584	360.5126	Hydra-03239
Orion	-55.6694	12.363	8.7064	60.3856	387.1754	Orion-03240
Lyra	24.5426	-18.5231	33.3509	51.8851	368.1766	Lyra-03241
Cygnus	42.9903	38.9635	-37.3325	77.9802	413.9044	Cygnus-03242
Hydra	-6.3348	-55.5537	-29.0504	69.4876	407.6859	Hydra-03243
Orion	-33.6697	12.7932	14.9904	41.3037	354.133	Orion-03244
Lyra	15.7447	-32.5523	33.7895	49.6876	379.2516	Lyra-03245
Cygnus	67.9774	49.4279	-26.7834	89.514	446.1331	Cygnus-03246
Hydra	-13.3082	-42.2668	-35.3337	58.4143	386.5292	Hydra-03247
Orion	-42.4956	19.5791	5.1546	47.6408	363.2591	Orion-03248
Lyra	21.3858	-39.7587	55.6819	78.6355	416.2921	Lyra-03249
Cygnus	58.7019	33.6645	-39.9048	84.2339	429.2333	Cygnus-03250
Hydra	-45.7013	-52.6965	-36.5951	82.9256	417.3296	Hydra-03251
Orion	-47.3889	16.5646	19.6385	58.5579	387.6917	Orion-03252
Lyra	44.9175	-31.568	52.8328	84.4654	424.9584	Lyra-03253
Cygnus	28.1796	8.7429	-41.8929	56.0857	378.5909	Cygnus-03254
Hydra	-15.8301	-50.8441	-26.6608	65.1195	396.2824	Hydra-03255
Orion	-62.4478	24.4355	6.7357	75.4285	419.298	Orion-03256
Lyra	29.1072	-26.8671	43.4394	64.7273	401.701	Lyra-03257
Cygnus	65.2436	37.1702	-27.6215	80.5354	416.0481	Cygnus-03258
Hydra	-23.4913	-56.5969	-44.8954	79.3982	430.0117	Hydra-03259
Orion	-46.3032	8.4818	16.3301	55.9705	381.786	Orion-03260
Lyra	46.5765	-22.6199	22.7509	63.824	392.4572	Lyra-03261
Cygnus	54.9648	34.6952	-34.853	74.8856	419.8086	Cygnus-03262
Hydra	-25.3548	-46.5438	-35.9533	68.4151	404.6085	Hydra-03263
Orion	-28.5155	21.4417	7.4869	37.6775	343.6856	Orion-03264
Lyra	6.0418	-33.3102	47.6217	61.8156	395.7775	Lyra-03265
Cygnus	35.1871	43.2423	-21.0184	64.591	386.652	Cygnus-03266
Hydra	-32.6392	-40.924	-14.1309	56.5789	385.1137	Hydra-03267
Orion	-16.2558	19.8627	7.0238	29.888	339.6435	Orion-03268
Lyra	21.305	-37.1932	51.5143	74.0573	408.4196	Lyra-03269
Cygnus	50.0006	35.2289	-22.3577	72.3704	420.5512	Cygnus-03270
Hydra	-12.5096	-45.1938	-28.5094	62.0698	387.2175	Hydra-03271
Orion	-27.6257	6.6279	15.9147	36.3322	342.3612	Orion-03272
Lyra	19.7173	-34.199	36.1412	58.9954	389.4673	Lyra-03273
Cygnus	53.5972	32.5832	-31.0371	71.4254	400.1028	Cygnus-03274
Hydra	-14.4906	-39.3128	-42.9534	67.1876	415.7736	Hydra-03275
Orion	-57.7937	24.1228	9.1068	66.8959	394.0292	Orion-03276
Lyra	22.1371	-41.4586	41.0102	63.9675	396.9287	Lyra-03277
Cygnus	51.772	25.2579	-42.1127	75.887	428.1421	Cygnus-03278
Hydra	-4.255	-49.0792	-43.92	66.5385	399.1325	Hydra-03279
Orion	-39.6901	-9.9881	24.37	52.2801	374.7454	Orion-03280
Lyra	3.9799	-20.5856	50.1845	62.2599	391.903	Lyra-03281
Cygnus	62.1621	42.9256	-12.1203	83.5794	428.1167	Cygnus-03282
Hydra	-2.7604	-44.9541	-56.4069	75.8588	422.9432	Hydra-03283
Orion	-42.4694	22.5447	13.2525	56.4493	379.3997	Orion-03284
Lyra	24.057	-32.3541	37.4931	61.8944	390.6325	Lyra-03285
Cygnus	44.7584	29.8868	-32.591	66.3911	406.0989	Cygnus-03286
Hydra	-17.9365	-49.1594	-61.8523	86.739	430.7331	Hydra-03287
Orion	-49.2273	24.2748	1.8447	56.0288	380.3961	Orion-03288
Lyra	-1.8116	-37.8948	17.8652	45.1923	361.078	Lyra-03289
Cygnus	53.3166	12.3559	-14.3766	60.4495	391.4381	Cygnus-03290
Hydra	-21.1133	-39.15	-38.3442	60.037	383.6093	Hydra-03291
Orion	-34.8797	34.4047	28.8754	58.2563	394.1551	Orion-03292
Lyra	18.0933	-40.8011	45.7207	70.5226	398.7169	Lyra-03293
Cygnus	71.8514	26.8198	-39.612	87.0832	429.1573	Cygnus-03294
Hydra	-39.7053	-38.9208	-33.2154	67.4069	396.8742	Hydra-03295
Orion	-57.1685	3.0438	8.8284	65.7347	398.4232	Orion-03296
Lyra	13.1882	-33.2539	45.3904	62.0656	393.76	Lyra-03297
Cygnus	49.9033	18.1678	-10.1026	59.5206	391.4682	Cygnus-03298
Hydra	-24.0207	-41.8613	-26.0836	60.579	390.4305	Hydra-03299
Orion	-26.5037	20.6242	13.9322	42.8308	352.9183	Orion-03300
Lyra	13.9643	-31.1076	38.3782	58.9678	383.0956	Lyra-03301
Cygnus	54.5384	27.8601	-10.1944	69.1756	395.1916	Cygnus-03302
Hydra	-19.0701	-60.0383	-36.7775	77.2117	413.0965	Hydra-03303
Orion	-46.2046	32.3658	15.7418	60.1183	383.598	Orion-03304
Lyra	20.4528	-14.0222	50.2049	59.8428	386.4276	Lyra-03305
Cygnus	56.3223	23.8519	-33.4836	70.3236	405.3396	Cygnus-03306
Hydra	-24.4654	-49.8971	-37.593	67.2334	393.7194	Hydra-03307
Orion	-50.2361	2.4424	17.0803	55.2849	371.0291	Orion-03308
Lyra	14.6756	-34.4737	30.5318	54.2818	379.6209	Lyra-03309
Cygnus	69.7642	15.4418	-19.5216	77.9018	412.8921	Cygnus-03310
Hydra	-26.7515	-50.2196	-25.3193	68.4948	413.6478	Hydra-03311
Orion	-14.0962	26.9881	7.703	32.6025	345.9353	Orion-03312
Lyra	12.6319	-30.1261	39.2585	54.4639	379.055	Lyra-03313
Cygnus	57.8766	29.9089	-26.7966	77.1728	410.8796	Cygnus-03314
Hydra	-25.0534	-40.7897	-36.6495	67.7729	414.9156	Hydra-03315
Orion	-52.83	6.278	16.5224	60.8204	393.2289	Orion-03316
Lyra	52.7872	-11.7305	62.6047	87.2248	436.194	Lyra-03317
Cygnus	40.8133	36.8715	-16.0235	66.1393	396.3631	Cygnus-03318
Hydra	-29.3816	-46.981	-23.6317	68.5578	405.8105	Hydra-03319
Orion	-39.3546	21.7257	12.6426	48.7674	366.8302	Orion-03320
Lyra	22.605	-32.0764	40.4381	60.2539	382.9251	Lyra-03321
Cygnus	73.7544	43.5666	-40.4537	100.7759	460.9748	Cygnus-03322
Hydra	-40.8642	-52.9917	-45.6141	81.0864	426.6672	Hydra-03323
Orion	-31.4141	22.9092	-3.832	41.6675	362.6864	Orion-03324
Lyra	26.4029	-33.4737	27.9349	56.8191	377.7658	Lyra-03325
Cygnus	50.4639	26.511	-27.5765	67.667	401.6794	Cygnus-03326
Hydra	-33.4636	-39.314	-25.8652	59.4992	380.3482	Hydra-03327
Orion	-50.4469	35.2797	-4.1339	68.8089	397.8612	Orion-03328
Lyra	29.1699	-29.5447	44.2924	68.2268	401.712	Lyra-03329
Cygnus	45.884	32.9067	-39.9091	77.6354	427.7834	Cygnus-03330
Hydra	0.6172	-50.5822	-38.6287	63.8243	395.787	Hydra-03331
Orion	-45.3998	11.2508	22.8313	55.8467	378.9881	Orion-03332
Lyra	22.2918	-30.3255	32.9023	52.6831	364.1565	Lyra-03333
Cygnus	56.9241	30.8979	-9.3739	67.4671	385.501	Cygnus-03334
Hydra	-22.2175	-29.5475	-38.4759	58.885	385.2783	Hydra-03335
Orion	-27.1288	11.6908	13.7317	37.2813	340.4181	Orion-03336
Lyra	44.3161	-29.2315	44.8046	74.4025	407.5767	Lyra-03337
Cygnus	50.7915	35.1972	-41.0976	79.8099	421.9969	Cygnus-03338
Hydra	-11.7331	-38.1757	-32.027	56.0529	373.7196	Hydra-03339
Orion	-52.7766	14.7094	9.2549	60.3266	386.3258	Orion-03340
Lyra	14.7608	-41.9861	44.7027	63.3554	391.7552	Lyra-03341
Cygnus	56.9881	19.748	-37.6451	76.2211	425.9664	Cygnus-03342
Hydra	-15.8194	-47.322	-38.7172	71.6451	407.212	Hydra-03343
Orion	-23.1341	34.6288	12.9802	51.2648	366.6448	Orion-03344
Lyra	7.9594	-42.2588	47.9896	64.5694	392.8562	Lyra-03345
Cygnus	63.686	27.7985	-7.2661	77.9434	420.8263	Cygnus-03346
Hydra	-21.5333	-42.9342	-25.734	57.5115	386.4681	Hydra-03347
Orion	-52.4154	37.4711	2.1702	70.8229	409.107	Orion-03348
Lyra	17.9988	-35.4306	40.0401	63.4701	402.0425	Lyra-03349
Cygnus	68.4512	37.5802	-17.9568	82.6497	422.2248	Cygnus-03350
Hydra	-32.1409	-55.1866	-22.224	69.2135	402.2201	Hydra-03351
Orion	-19.8469	39.6748	3.4432	48.539	374.263	Orion-03352
Lyra	27.5835	-44.0237	48.9612	77.9699	417.9124	Lyra-03353
Cygnus	52.4791	33.0292	-21.6013	68.3056	397.9915	Cygnus-03354
Hydra	-37.9324	-44.6045	-40.6993	72.446	419.8719	Hydra-03355
Orion	-38.4128	13.7728	17.3895	51.8325	368.5426	Orion-03356
Lyra	20.4072	-32.8621	43.6101	61.8879	389.2376	Lyra-03357
Cygnus	78.9468	18.4795	-49.5231	99.1428	466.3426	Cygnus-03358
Hydra	-16.0952	-39.8619	-25.7443	51.7065	367.543	Hydra-03359
Orion	-36.3357	25.4423	6.427	51.9087	381.8928	Orion-03360
Lyra	25.1074	-30.8956	24.1786	53.9296	375.2448	Lyra-03361
Cygnus	59.603	40.7519	-26.3975	78.1032	416.2315	Cygnus-03362
Hydra	-28.0526	-41.5581	-13.0806	58.9718	380.6551	Hydra-03363
Orion	-52.0752	26.2506	21.5013	67.217	403.0106	Orion-03364
Lyra	10.3616	-56.1227	56.9892	89.4254	445.2286	Lyra-03365
Cygnus	31.3386	14.5872	-20.3854	47.477	363.5628	Cygnus-03366
Hydra	-13.3278	-43.7521	-20.6839	56.8914	388.4174	Hydra-03367
Orion	-39.5186	31.8936	12.7474	57.4842	381.562	Orion-03368
Lyra	21.8479	-28.9297	52.7829	66.8587	403.087	Lyra-03369
Cygnus	81.8738	31.1404	-25.6309	100.1605	469.6004	Cygnus-03370
Hydra	-5.2519	-39.8274	-30.9132	53.6346	369.0228	Hydra-03371
Orion	-48.6284	37.1303	21.7082	69.135	410.455	Orion-03372
Lyra	5.0962	-39.4261	52.6888	67.1873	396.3033	Lyra-03373
Cygnus	52.0519	46.0134	-24.2333	80.1734	418.146	Cygnus-03374
Hydra	-1.6512	-49.4163	-38.5545	66.9661	400.2341	Hydra-03375
Orion	-35.5093	3.5124	29.1592	52.6097	381.1106	Orion-03376
Lyra	29.0599	-27.93	52.9926	71.6324	410.5108	Lyra-03377
Cygnus	46.1635	24.4305	-19.9822	58.5923	391.6241	Cygnus-03378
Hydra	5.3989	-49.471	-35.7216	65.9743	392.3733	Hydra-03379
Orion	-34.0063	12.0929	17.0374	44.6811	357.9401	Orion-03380
Lyra	15.371	-27.9657	42.0002	56.6115	381.4222	Lyra-03381
Cygnus	57.1518	38.0041	2.7839	76.7095	416.7769	Cygnus-03382
Hydra	-6.6849	-50.1938	-56.9921	79.0991	417.7882	Hydra-03383
Orion	-38.3858	38.6426	16.2015	64.4744	387.9649	Orion-03384
Lyra	15.3104	-27.9438	53.4392	66.2271	400.7973	Lyra-03385
Cygnus	42.7161	32.0009	-14.3622	60.8509	391.2878	Cygnus-03386
Hydra	-26.3503	-37.0957	-40.899	62.8263	395.5431	Hydra-03387
Orion	-36.8405	9.8551	5.5547	45.4292	360.4013	Orion-03388
Lyra	29.6801	-25.4625	39.8388	61.8193	382.0355	Lyra-03389
Cygnus	35.1102	18.5897	-21.8994	46.265	364.7448	Cygnus-03390
Hydra	-13.0257	-67.6668	-9.596	69.7459	415.3976	Hydra-03391
Orion	-46.9815	25.41	27.5052	60.5647	385.8023	Orion-03392
Lyra	18.5829	-37.3134	62.6051	78.5516	422.8129	Lyra-03393
Cygnus	55.7391	50.4637	-7.0501	76.2675	413.4396	Cygnus-03394
Hydra	-17.8645	-45.78	-30.5374	61.7971	392.8406	Hydra-03395
Orion	-48.5971	30.4643	-3.3833	57.9917	379.4918	Orion-03396
Lyra	26.9943	-23.6587	51.8671	63.7867	382.3874	Lyra-03397
Cygnus	59.159	33.1282	-26.2201	80.6029	421.3393	Cygnus-03398
Hydra	-0.0572	-49.0562	-37.3042	67.3323	396.9125	Hydra-03399
Orion	-44.5631	16.131	5.9983	52.2017	388.6403	Orion-03400
Lyra	23.1453	-49.174	51.951	80.1412	418.7033	Lyra-03401
Cygnus	65.0995	24.5008	-30.9692	76.3926	414.4399	Cygnus-03402
Hydra	-16.0697	-33.3945	-32.9389	53.1163	375.9462	Hydra-03403
Orion	-27.8208	14.8886	27.5158	41.9761	353.6107	Orion-03404
Lyra	15.4051	-42.3109	53.3099	78.2209	420.9023	Lyra-03405
Cygnus	62.6007	21.6303	-41.9509	85.2431	433.0591	Cygnus-03406
Hydra	-2.3602	-40.6407	-52.1507	74.7571	405.1471	Hydra-03407
Orion	-28.7735	17.3667	-8.0975	43.2086	349.3834	Orion-03408
Lyra	11.9044	-22.1107	44.2864	56.0143	386.6265	Lyra-03409
Cygnus	58.4578	34.7404	-22.3824	80.2642	425.3769	Cygnus-03410
Hydra	-30.5431	-50.6753	-39.7041	75.1113	410.4461	Hydra-03411
Orion	-23.514	9.129	23.8065	41.1384	356.7743	Orion-03412
Lyra	17.2599	-30.5742	41.2625	58.4891	381.0773	Lyra-03413
Cygnus	50.8034	45.335	-31.164	80.8428	410.826	Cygnus-03414
Hydra	-28.9164	-50.128	-62.5568	88.594	431.9522	Hydra-03415
Orion	-41.9009	18.5011	4.8134	53.6885	376.9773	Orion-03416
Lyra	25.6755	-25.331	46.3457	66.1826	407.4512	Lyra-03417
Cygnus	59.5352	31.5767	-30.118	81.9043	430.591	Cygnus-03418
Hydra	-15.7865	-42.0017	-40.2388	60.8207	388.5908	Hydra-03419
Orion	-30.2013	40.4953	10.166	58.6335	382.2775	Orion-03420
Lyra	11.5018	-10.9729	61.5283	63.8362	399.0675	Lyra-03421
Cygnus	83.0746	35.1507	-41.8636	102.6516	469.0298	Cygnus-03422
Hydra	-3.5579	-45.592	-49.8329	72.2297	406.6301	Hydra-03423
Orion	-41.7593	22.3608	14.9217	53.1971	374.2752	Orion-03424
Lyra	22.0702	-26.5204	50.7021	67.4331	399.2332	Lyra-03425
Cygnus	78.2918	23.4904	-41.2359	100.5164	463.6405	Cygnus-03426
Hydra	-51.4417	-55.9145	-54.5984	101.3073	465.93	Hydra-03427
Orion	-26.4563	25.6446	1.661	38.3901	345.6087	Orion-03428
Lyra	55.6568	-22.6749	45.1597	83.1154	438.538	Lyra-03429
Cygnus	58.1785	15.4852	-20.516	68.2897	407.3995	Cygnus-03430
Hydra	-8.6402	-42.0211	-35.8034	61.2401	390.5382	Hydra-03431
Orion	-30.5641	18.0631	19.0937	41.7703	358.1644	Orion-03432
Lyra	17.693	-42.3958	48.4969	75.4181	421.5377	Lyra-03433
Cygnus	71.2107	39.442	-26.0258	88.6364	435.9152	Cygnus-03434
Hydra	2.185	-56.193	-59.7212	88.5359	437.5301	Hydra-03435
Orion	-49.3452	4.0876	-8.0404	54.691	382.6213	Orion-03436
Lyra	22.9653	-24.6386	41.0984	58.434	384.4128	Lyra-03437
Cygnus	46.8959	40.6961	-28.4257	74.625	408.0305	Cygnus-03438
Hydra	-6.8531	-40.0053	-31.165	60.1044	388.7197	Hydra-03439
Orion	-46.5337	23.7415	-5.8522	58.0019	382.0259	Orion-03440
Lyra	24.3638	-18.6152	25.4348	44.4145	370.0611	Lyra-03441
Cygnus	27.6363	17.53	-21.8488	48.0032	361.8545	Cygnus-03442
Hydra	-19.8114	-42.4055	-21.4084	52.9819	379.4547	Hydra-03443
Orion	-41.873	13.9514	20.8337	54.3415	380.3413	Orion-03444
Lyra	8.0136	-33.4359	47.1581	64.3239	392.1136	Lyra-03445
Cygnus	57.4939	34.325	-26.8186	74.6406	421.1855	Cygnus-03446
Hydra	-16.5255	-41.2293	-34.0535	56.9569	375.2023	Hydra-03447
Orion	-69.444	29.809	2.5251	77.3801	425.5667	Orion-03448
Lyra	28.0597	-30.6373	42.663	59.8743	387.0764	Lyra-03449
Cygnus	54.2343	32.6417	-6.8751	65.6431	394.5936	Cygnus-03450
Hydra	-8.83	-38.0689	-48.4255	63.3721	394.2148	Hydra-03451
Orion	-36.9431	13.9955	11.5163	48.1412	364.9443	Orion-03452
Lyra	24.1838	-28.2656	42.5429	58.794	387.4296	Lyra-03453
Cygnus	58.7173	42.2345	-20.8075	82.3998	423.4049	Cygnus-03454
Hydra	-15.1599	-27.2485	-43.8979	61.9733	393.0567	Hydra-03455
Orion	-28.0928	25.6589	15.0692	41.129	355.7311	Orion-03456
Lyra	31.3794	-17.5641	21.2249	47.9292	372.5574	Lyra-03457
Cygnus	52.5368	21.3502	-32.3014	73.0089	417.1083	Cygnus-03458
Hydra	-9.4438	-35.3446	-38.0998	59.8871	387.2134	Hydra-03459
Orion	-43.7375	34.1424	11.1311	57.1932	371.8295	Orion-03460
Lyra	15.7815	-27.4162	27.5058	43.747	354.3055	Lyra-03461
Cygnus	63.6855	36.8787	-35.4716	86.7099	436.0386	Cygnus-03462
Hydra	-35.69	-30.6565	-19.9638	55.2538	368.4688	Hydra-03463
Orion	-41.3923	-6.6164	-2.6723	50.3716	376.9098	Orion-03464
Lyra	29.7945	-26.8919	38.4945	58.341	388.5343	Lyra-03465
Cygnus	49.2838	41.5781	-25.3602	73.2564	420.6234	Cygnus-03466
Hydra	-44.7404	-36.1763	-38.975	71.1915	400.6458	Hydra-03467
Orion	-40.101	27.4835	26.507	58.7644	386.2402	Orion-03468
Lyra	14.6546	-29.4772	46.8723	65.2157	400.2061	Lyra-03469
Cygnus	61.4208	35.1277	-20.0082	77.2294	422.3539	Cygnus-03470
Hydra	-0.1554	-29.2969	-44.288	59.3602	394.1291	Hydra-03471
Orion	-42.5055	21.8741	5.7937	53.8796	366.4314	Orion-03472
Lyra	32.2935	-33.6273	19.7397	59.1826	387.3024	Lyra-03473
Cygnus	40.2205	19.6738	-20.3049	51.3243	370.9463	Cygnus-03474
Hydra	-26.0312	-30.1045	-22.2449	51.7375	377.2505	Hydra-03475
Orion	-42.723	24.7174	7.7086	51.162	375.857	Orion-03476
Lyra	61.0315	-38.012	74.2638	105.0475	463.8062	Lyra-03477
Cygnus	49.6546	32.0115	-33.9069	70.4641	405.9898	Cygnus-03478
Hydra	-13.3887	-34.0602	-32.0123	49.3306	364.6422	Hydra-03479
Orion	-32.6425	5.2422	3.6853	36.6303	344.8254	Orion-03480
Lyra	19.0252	-38.9472	29.5168	60.6865	391.2339	Lyra-03481
Cygnus	44.5803	26.1495	-30.3802	65.2328	403.1826	Cygnus-03482
Hydra	-0.2429	-57.0313	-36.1552	75.6399	426.4026	Hydra-03483
Orion	-63.6855	-1.8602	6.3887	67.3686	404.6792	Orion-03484
Lyra	-7.4079	-26.9877	20.957	40.3148	361.2102	Lyra-03485
Cygnus	31.2412	28.6948	-20.3365	49.5655	370.8144	Cygnus-03486
Hydra	-10.3256	-42.6709	-41.023	68.2602	408.2866	Hydra-03487
Orion	-63.5474	9.5301	30.8849	74.0521	408.1195	Orion-03488
Lyra	30.0116	-26.5797	44.8862	63.0905	385.5027	Lyra-03489
Cygnus	68.3145	24.1449	-41.8556	85.3119	440.5333	Cygnus-03490
Hydra	-11.9093	-52.4097	-65.8695	86.2445	440.1309	Hydra-03491
Orion	-57.6905	31.7181	21.9713	72.8677	410.7859	Orion-03492
Lyra	27.3689	-33.2765	62.3396	81.636	426.7295	Lyra-03493
Cygnus	46.7823	26.1203	-9.2512	61.7223	382.513	Cygnus-03494
Hydra	-20.8975	-39.0153	-39.2876	59.6837	396.3351	Hydra-03495
Orion	-49.4466	15.3519	12.9173	62.0115	387.3608	Orion-03496
Lyra	19.9862	-32.7426	27.7069	48.4179	365.2066	Lyra-03497
Cygnus	76.5003	21.5765	-19.2607	82.8674	427.5565	Cygnus-03498
Hydra	-30.4904	-35.1371	-9.2846	49.967	377.5809	Hydra-03499
Orion	-37.5242	23.3712	17.8801	55.7525	379.4283	Orion-03500
Lyra	2.1148	-24.2292	45.8906	59.5345	382.7142	Lyra-03501
Cygnus	43.7035	18.6975	-14.7374	55.5526	382.1105	Cygnus-03502
Hydra	-9.3691	-34.5556	-33.0835	53.5095	375.0731	Hydra-03503
Orion	-34.5857	-1.661	15.3246	41.8676	351.5135	Orion-03504
Lyra	3.926	-26.8417	35.5129	46.3831	366.6019	Lyra-03505
Cygnus	46.0348	30.1346	-9.4557	56.2472	376.6607	Cygnus-03506
Hydra	-16.9076	-56.5196	-28.5898	73.9487	403.0214	Hydra-03507
Orion	-21.8668	24.7169	3.9283	39.1588	356.9086	Orion-03508
Lyra	23.2895	-30.46	54.4417	68.1928	412.3949	Lyra-03509
Cygnus	59.8958	34.7303	-31.2985	84.4905	440.0903	Cygnus-03510
Hydra	-15.8748	-44.4051	-43.0585	70.0888	421.0741	Hydra-03511
Orion	-20.2542	35.0542	13.1914	48.2277	359.4711	Orion-03512
Lyra	60.6332	-11.7493	51.1032	81.9452	425.3299	Lyra-03513
Cygnus	47.3211	24.6011	-17.7549	57.7956	392.5804	Cygnus-03514
Hydra	-20.3506	-56.1504	-28.8162	74.0163	422.1286	Hydra-03515
Orion	-39.9427	10.4347	7.3943	45.1104	345.8639	Orion-03516
Lyra	34.2888	-39.435	45.6862	70.9331	411.9506	Lyra-03517
Cygnus	39.2281	15.6929	-40.8898	60.5079	392.1916	Cygnus-03518
Hydra	-36.4297	-48.0712	-22.7442	68.7244	403.755	Hydra-03519
Orion	-52.7769	-5.2538	22.895	59.7979	378.512	Orion-03520
Lyra	22.3117	-23.9029	24.2326	44.9245	360.1309	Lyra-03521
Cygnus	55.53	30.3139	-22.4973	68.8334	403.6262	Cygnus-03522
Hydra	-32.5131	-55.258	-26.0971	70.647	412.0659	Hydra-03523
Orion	-35.1413	10.7907	21.5248	44.0026	363.2584	Orion-03524
Lyra	35.6583	-22.5052	73.3517	86.6081	430.909	Lyra-03525
Cygnus	72.9096	25.2021	-30.0778	83.6055	427.6756	Cygnus-03526
Hydra	-4.2966	-59.4173	-26.5848	71.6023	403.5124	Hydra-03527
Orion	-43.2832	31.4336	13.5484	58.1009	377.8514	Orion-03528
Lyra	21.1189	-35.0352	49.4789	66.1502	414.4461	Lyra-03529
